,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_model_snr,koi_prad,koi_fpflag_ec,koi_duration_err1,koi_prad_err2,koi_prad_err1,koi_duration_err2,disposition
4430,0.0,1.0,0.0,0.000585434823430648,1.0382046327286225e-05,0.0,0.030495049504950494,0.9999977973568281,3.188539741219963e-05,0.9695049504950495,2
4431,0.0,1.0,0.0,0.000585434823430648,9.234031589172843e-06,0.0,0.03311881188118812,0.9999971495206011,3.7892791127541586e-05,0.9668811881188119,2
4432,0.0,1.0,0.0,0.0006075267035601064,1.2628162119247187e-05,0.0,0.03633663366336634,0.999996760818865,5.4528650646950086e-05,0.9636633663366336,2
4433,0.0,1.0,0.0,0.0013365587478322341,0.00011210613486098492,0.0,0.017920792079207923,0.9999068411505572,6.469500924214418e-05,0.9820792079207921,2
4434,0.0,1.0,0.0,0.0007732158045310445,3.3292427405288034e-05,0.0,0.04772277227722773,0.9999683855921223,0.0001386321626617375,0.9522772277227722,2
4435,0.0,1.0,0.0,0.0004860213628480852,1.2178938960854995e-05,0.0,0.02400990099009901,0.999996112982638,4.9907578558225506e-05,0.975990099009901,2
4436,0.0,0.0,1.0,0.0007511239244015861,4.74180000525092e-06,1.0,0.013267326732673269,0.9999984451930551,1.756007393715342e-05,0.9867326732673267,2
4437,0.0,0.0,1.0,0.5087539075012979,0.00017889064440862416,0.0,0.00017871287128712871,0.9999473956983674,0.0005258780036968577,0.9998212871287129,2
4438,0.0,1.0,0.0,0.0012040074670554837,7.586880008401471e-06,0.0,0.040742574257425744,0.9999963721171288,3.373382624768946e-05,0.9592574257425742,2
4439,0.0,1.0,0.0,0.000585434823430648,7.387225271338276e-06,0.0,0.0693069306930693,0.999996112982638,4.3438077634011083e-05,0.9306930693069307,2
4440,0.0,1.0,0.0,0.00044183760258916833,8.684981062249053e-06,0.0,0.015,0.999997408655092,3.419593345656192e-05,0.985,2
4441,0.0,0.0,0.0,0.0007732158045310445,1.2977557909107782e-05,0.0,0.020297029702970298,0.9999839336615703,6.377079482439926e-05,0.9797029702970297,0
4442,0.0,1.0,0.0,0.0010272724260198163,8.949523588857789e-05,0.0,0.015297029702970297,0.9999757709251101,0.00012014787430683918,0.9847029702970297,2
4443,0.0,0.0,0.0,0.0006185726436248357,6.987915797211883e-06,0.0,0.015049504950495049,0.9999953355791655,3.234750462107209e-05,0.9849504950495049,0
4444,0.0,0.0,0.0,0.0007511239244015861,4.0479997939563115e-05,0.0,0.019603960396039607,0.9999747343871469,2.911275415896488e-05,0.9803960396039604,0
4445,0.0,0.0,0.0,0.006495012758060774,5.755047795846643e-05,0.0,0.009306930693069308,0.9999587976159627,7.902033271719039e-05,0.9906930693069307,1
4446,0.0,1.0,0.0,0.0004639294827186267,9.084290536375446e-06,0.0,0.02831683168316832,0.999998056491319,1.2014787430683919e-05,0.9716831683168317,2
4447,0.0,1.0,0.0,0.001005180545890358,3.3941305300743422e-06,1.0,0.02,0.999998704327546,6.9316081330868755e-06,0.98,2
4448,0.0,0.0,1.0,0.29430802708464504,0.0003455524361721276,0.0,0.00014752475247524754,0.9998481471883908,0.001006007393715342,0.9998524752475247,2
4449,0.0,0.0,0.0,0.0008836752051783366,2.8949936874163513e-06,0.0,0.02138613861386139,0.999999352163773,5.083179297597043e-06,0.9786138613861386,0
4450,1.0,0.0,0.0,0.0010162264859550872,1.996547370631966e-06,0.0,0.016534653465346532,0.9999989634620368,5.5452865064695e-06,0.9834653465346535,2
4451,0.0,1.0,0.0,0.0013255128077675048,1.4924191595473949e-05,0.0,0.028465346534653463,0.999994817310184,9.65804066543438e-05,0.9715346534653465,2
4452,0.0,0.0,0.0,0.0011819155869260253,8.88463579931225e-06,0.0,0.04564356435643565,0.9999908007255766,2.1719038817005542e-05,0.9543564356435643,0
4453,0.0,0.0,0.0,0.0007621698644663154,3.9731292675576126e-05,0.0,0.014306930693069306,0.9999778440010365,3.419593345656192e-05,0.9856930693069307,0
4454,0.0,0.0,0.0,0.0014801559686737139,8.28567158812266e-06,0.0,0.02732673267326733,0.9999944286084478,2.957486136783734e-05,0.9726732673267326,2
4455,0.0,1.0,0.0,0.000474975422783356,8.385498956654258e-06,0.0,0.01915841584158416,0.9999971495206011,4.297597042513863e-05,0.9808415841584158,2
4456,0.0,0.0,0.0,0.001701074769968298,7.536966324135673e-06,0.0,0.013663366336633665,0.9999952060119202,2.033271719038817e-05,0.9863366336633663,0
4457,0.0,1.0,0.0,0.0005964807634953773,1.7320048440232308e-05,0.0,0.0594059405940594,0.9999958538481472,6.099815157116451e-05,0.9405940594059405,2
4458,1.0,0.0,0.0,0.0009057670853077951,6.239210533224894e-06,1.0,0.026534653465346537,0.9999985747603006,1.2476894639556377e-05,0.9734653465346534,2
4459,0.0,0.0,1.0,0.07323458262915465,0.0003285817835217559,0.0,0.001202970297029703,0.9998749676081886,0.0006686691312384473,0.9987970297029704,2
4460,0.0,0.0,0.0,0.0006075267035601064,7.037829481477681e-06,0.0,0.03094059405940594,0.999995465146411,2.7264325323475043e-05,0.969059405940594,0
4461,0.0,1.0,0.0,0.0008173995647899614,9.333858957704442e-06,0.0,0.03128712871287129,0.9999933920704845,4.713493530499076e-05,0.9687128712871287,2
4462,0.0,0.0,1.0,0.048237620262672455,0.0003956158614907242,0.0,0.00048514851485148515,0.9998075926405805,0.0011122920517560074,0.9995148514851485,2
4463,0.0,0.0,0.0,0.0007179861042073985,1.118066527553901e-05,0.0,0.018069306930693068,0.999994169473957,6.099815157116451e-05,0.9819306930693069,0
4464,0.0,0.0,0.0,0.0007069401641426694,2.296029476226761e-06,0.0,0.02193069306930693,0.9999997408655092,2.77264325323475e-06,0.978069306930693,0
4465,0.0,1.0,0.0,0.0008947211452430656,5.9397284276301e-06,0.0,0.04257425742574258,0.9999959834153926,2.957486136783734e-05,0.9574257425742574,2
4466,0.0,1.0,0.0,0.0003755619622007931,2.495684213289958e-06,0.0,0.016534653465346532,0.9999990930292822,1.2939001848428836e-05,0.9834653465346535,2
4467,0.0,1.0,0.0,0.0014691100286089848,0.23331283211941592,0.0,0.026881188118811877,0.7937289453226224,1.0,0.9731188118811881,2
4468,0.0,1.0,0.0,0.00195513139145707,1.3726263173094769e-05,0.0,0.10396039603960397,0.9999962425498834,2.356746765249538e-05,0.8960396039603961,2
4469,0.0,0.0,0.0,0.000740077984336857,1.2079111592323397e-05,0.0,0.023118811881188122,0.9999972790878466,4.9907578558225506e-05,0.9768811881188119,0
4470,1.0,1.0,0.0,0.0005412510631717313,1.4624709489879152e-05,0.0,0.2524752475247525,0.9999968903861104,5.730129390018484e-05,0.7475247524752475,2
